question,tag,shopid,brand,cid3,sku,answer,cat1,cat2,profession,source
不懂就是在下面的意思吧,压排水管,,西门子,洗衣机,,正对洗衣机后背左上方进水管，右上方是排水管。,,,,silicon_valley
出水口是否可以变换位置,压排水管,,西门子,洗衣机,,正对洗衣机后背左上方进水管，右上方是排水管。,,,,silicon_valley
需要买水管或龙头吗,需要买,,西门子,洗衣机,,水龙头规格：出水口有三圈以上外螺纹六分口径的，一般您可以在超市，大型建材市场购买到哦。,,,,silicon_valley
我现在橱柜都还没有做好,做橱柜,,西门子,洗衣机,,每家情况不同，建议师傅上门给出意见,,,,silicon_valley
只在后面有水 别的几个面都没水,后面,,西门子,洗衣机,,正常的呢,,,,silicon_valley
洗一次多长时间呀,Other,,西门子,洗衣机,,每个程序不一样的哦,,,,silicon_valley
是空气冷凝烘干吗,空气洗,,西门子,洗衣机,,水冷凝烘干的哦,,,,silicon_valley
需要买什么配件吗,什么配件,,西门子,洗衣机,,水龙头,,,,silicon_valley
正常吗,正常,,西门子,洗衣机,,正常的哦,,,,silicon_valley
如果我预约时间发货 货品价格更低时 我可以退货吗,发货,,西门子,洗衣机,,没有发货的话，亲亲，可以申请 退款，重新 拍的哦,,,,silicon_valley
有什么区别,区别,,西门子,洗衣机,,没有具体的参数信息呢亲,,,,silicon_valley
其他没什么区别是吧,区别,,西门子,洗衣机,,没有区别的,,,,silicon_valley
新款的有没有白色的,新款白色,,西门子,洗衣机,,没有哦 亲,,,,silicon_valley
有其他颜色吗,颜色,,西门子,洗衣机,,没有了呢亲,,,,silicon_valley
还有其他款没有,Other,,西门子,洗衣机,,没有咯,,,,silicon_valley
会有区别吗,区别,,西门子,洗衣机,,没有区别哦,,,,silicon_valley
有什么区别,区别,,西门子,洗衣机,,没有区别,,,,silicon_valley
白色有吗,白色,,西门子,洗衣机,,没有哦~,,,,silicon_valley
主要配件都包括什么啊,配件什么,,西门子,洗衣机,,洗衣机主要部件：电动机，定时器，程控器，电容器，调速板，电源模块，控制模块，操作模块，显示模块，变频模块，温控器，压力开关，加热管，外筒(包括塑料外筒)，内筒，三脚架，十字支架，轴承，门玻璃,,,,silicon_valley
哪个洗衣机和烘干机可以叠起来,洗衣机烘干机,,西门子,洗衣机,,洗衣机干衣机上下叠加，洗衣机深度必须大于等于59厘米哦，洗衣机干衣机需要同品牌。博世西门子可以叠加,,,,silicon_valley
有了洗碗机 就不用消毒碗柜,洗碗机,,西门子,洗衣机,,洗碗机是有较长时间的高温消毒功效，和消毒柜的消毒原理不同,,,,silicon_valley
售后呢,保修,,西门子,洗衣机,,洗衣机商品是全国联保，家用机整机一年，主要配件三年  BLDC变频电机10年  售后热线4008899999,,,,silicon_valley
送不送连接件的,送送,,西门子,洗衣机,,洗衣机和干衣机是我们产品 今年购买 安装 支持叠加的 售后可以送,,,,silicon_valley
安装什么时候,安装,,西门子,洗衣机,,没有选择的话 联系热线预约哦,,,,silicon_valley
你能帮我改一下吗,Other,,西门子,洗衣机,,没有权限呢,,,,silicon_valley
带烘干的吗,烘干,,西门子,洗衣机,,没有烘干的,,,,silicon_valley
没有问题,没问题,,西门子,洗衣机,,没有问题的,,,,silicon_valley
洗完衣服都会有脏东西的能清理吗,清理,,西门子,洗衣机,,清理方法如下：  1、先将洗衣机断电断水。  2、面对洗衣机正面右下方，有一个圆形或长方形的盖板打开（部分机型为碟形挡板）。   提醒：挡板需使用两个1元钱的印币插入卡槽逆时针方向（往左）旋转打开。  3、在底部垫上厚毛巾或抹布，也可用塑料袋接水，将圆形的塑料旋钮逆时针方向（往左）旋转3到4圈打开，将残留水排出。  提醒：南京产洗衣机排水泵盖旁有根黑色橡胶软管，将软管头上的塑料盖拔出，将残留水排出。  4、手伸进洞内掏一下，或往里用手拨动几圈风扇叶，将残留物取出。  5、拧紧排水泵盖，装回挡板，并在内筒倒入1升的冷水。,,,,silicon_valley
我买的洗衣机感觉脱水不好用啊,洗衣机感觉,,西门子,洗衣机,,洗衣机脱水有不平衡自检功能。衣服过多，或者过少都会影响脱水效果，如果衣服比较多，建议抖散开，如果衣服比较少，可以多放几件衣服，重新选择单脱水试试呢,,,,silicon_valley
我想问一下哪个冰箱比较好,Other,,西门子,洗衣机,,混冷无霜带零度保鲜的,,,,silicon_valley
混冷好 还是风冷好,好风冷,,西门子,洗衣机,,混冷的保湿效果 比风冷的保湿效果 好的哦,,,,silicon_valley
质保多久,保修保,,西门子,洗衣机,,洗衣机的电机可以质保10年。,,,,silicon_valley
保修多久,保修,,西门子,洗衣机,,洗衣机的变频电机质保10年哦,,,,silicon_valley
衣服能洗干净吗,衣服洗干净,,西门子,洗衣机,,清洁效果更好,,,,silicon_valley
混冷和风冷哪个好,风冷,,西门子,洗衣机,,混冷,,,,silicon_valley
是风冷无霜的吗,无霜,,西门子,洗衣机,,混冷无霜,,,,silicon_valley
电子发票怎么看呢,发票,,西门子,洗衣机,,电子发票可在京东网站查询（http://eiquery.jd.com/initInvoice.html），也可在北京市国税局的发票管理系统中查询到相关的电子发票（http://www.bjtax.gov.cn/bjsat/search/search.html）通过电子发票上预留的手机号码或输入电子发票号码等信息，查询、打印电子发票。,,,,silicon_valley
生产日期是啥时的,生产日期,,西门子,洗衣机,,生产日期需要机器到家之后看机器后背的铭牌判断的呢,,,,silicon_valley
生产日期是什么时候呢,生产日期,,西门子,洗衣机,,生产日期需要机器到家之后看机器后背的铭牌判断的呢,,,,silicon_valley
明天可以到的哈,Other,,西门子,洗衣机,,物流一般以订单显示的配送日期配送的，具体几点送货以物流师傅电话联系您为准哦,,,,silicon_valley
双重烘干是指什么呢,烘干,,西门子,洗衣机,,热交换烘干，利用热交换器快速烘干碗碟，提高冷凝效率，更有效地保护餐具,,,,silicon_valley
发票发票电子发票管用,发票发票,,西门子,洗衣机,,电子发票无论是否打印出来，都可以作为保修凭证,,,,silicon_valley
售后怎么售后,售后实体店,,西门子,洗衣机,,热线会给在线解决或者给您安排师傅上门的哦,,,,silicon_valley
电机不是十年质保吗,十年质保,,西门子,洗衣机,,电机保修10年,,,,silicon_valley
生产日期,生产日期,,西门子,洗衣机,,生产日期查询不到的哦,,,,silicon_valley
亲产地是哪里的,亲地区,,西门子,洗衣机,,滁州哦,,,,silicon_valley
直冷和风冷有什么区别,直冷,,西门子,洗衣机,,直冷保温效果好，但有时需要手动除霜 一年手动除霜1 - 2次,,,,silicon_valley
是十年保修压缩机么,保修压缩机,,西门子,洗衣机,,目前页面京东有送压缩机保修10年的服务的哦,,,,silicon_valley
保修几年,保修,,西门子,洗衣机,,电机是变频的话，电机质保十年的,,,,silicon_valley
电源线多长,电源,,西门子,洗衣机,,电源线长度 (cm) 220 厘米,,,,silicon_valley
现在不能买,Other,,西门子,洗衣机,,目前是预约时间,,,,silicon_valley
机械控制的么,机械控制,,西门子,洗衣机,,电脑控温的,,,,silicon_valley
是皮带的 还是直驱的,皮带,,西门子,洗衣机,,皮带的,,,,silicon_valley
请问是直冷还是风冷,直冷,,西门子,洗衣机,,直冷,,,,silicon_valley
风冷无霜是吗,无霜,,西门子,洗衣机,,直冷有霜,,,,silicon_valley
混冷和风冷是什么区别,风冷,,西门子,洗衣机,,简单来说， 直冷冰箱 保湿效果相对较好，但是需手动除霜； 风冷冰箱 不需要手动除霜，而且制冷速度快，温度均匀，但保湿效果不如直冷冰箱风直冷，（混合动力制冷） 冰箱结合了风冷和直冷的优点，冷藏采用直冷，保湿效果好，冷冻采用风冷，不需要手动除霜了,,,,silicon_valley
哪个好,风冷,,西门子,洗衣机,,简单来说， 直冷冰箱 保湿效果相对好一些，但是需手动除霜； 风冷冰箱 不需要手动除霜，制冷速度快，温度均匀，但保湿效果不如直冷冰箱； 风直冷（混合动力制冷） 冰箱结合了风冷和直冷的优点，冷藏采用直冷，保湿效果好，冷冻采用风冷，不需要手动除霜了,,,,silicon_valley
直冷和风冷无霜有什么区别,直冷无霜,,西门子,洗衣机,,简单来说， 直冷冰箱 保湿效果相对较好，但是需手动除霜； 风冷冰箱 不需要手动除霜，而且制冷速度快，温度均匀，但保湿效果不如直冷冰箱,,,,silicon_valley
怎么打开,打开,,西门子,洗衣机,,看一下机器面板是否有钥匙的标志哦，有的话需要关闭童锁：同时触摸“转速”和“预约”键不放，持续3秒，直至显示屏上钥匙符号消失,,,,silicon_valley
洗衣机下面需要安装底座吗,安装,,西门子,洗衣机,,看您需要的哈,,,,silicon_valley
温度调节是调节水温的吗,温度,,西门子,洗衣机,,程序自带温度的哦,,,,silicon_valley
哪个性价比高一些呢,性价比,,西门子,洗衣机,,看您需求了,,,,silicon_valley
买哪个好,Other,,西门子,洗衣机,,看您选择的哈,,,,silicon_valley
看见了吧,看见,,西门子,洗衣机,,看到了哦,,,,silicon_valley
一级和二级什么区别,一级区别,,西门子,洗衣机,,自2016年10月1日起冰箱新能效标准将正式实施， 新标准的实施使得能效的测量方法发生相应变化，如容积、耗电量、冷冻能力的测试方法，从而导致能效级别及相关数值发生变化，主要体现在：1、能效标签上的格式和数值发生变化；2、铭牌上的内容发生变化；3、技术参数表中的数值发生变化；4、包装箱印刷发生变化。,,,,silicon_valley
如果有问题是上门维修吗,维修,,西门子,洗衣机,,维修西门子拨打4008899999，博世拨打4008855888.师傅上门服务的哦,,,,silicon_valley
送货可以送到乡下上门吗,送到,,西门子,洗衣机,,能购买的都是能够送达的哦#E-s21,,,,silicon_valley
退货怎么弄,协商修改,,西门子,洗衣机,,联系京东客服哦,,,,silicon_valley
能送到农村麽,送到麽,,西门子,洗衣机,,能下单就能送货的哦,,,,silicon_valley
能退货么,退货,,西门子,洗衣机,,联系京东客服处理哦,,,,silicon_valley
怎么预约安装呢,安装,,西门子,洗衣机,,联系 4008899999,,,,silicon_valley
有货吗,Other,,西门子,洗衣机,,能购买都是有货的哦,,,,silicon_valley
怎么退货,退货,,西门子,洗衣机,,联系京东的哦,,,,silicon_valley
没有进水管,买洗碗机,,西门子,洗衣机,,说明书和进水管通常在洗衣机底部的泡沫底座上，静音底板在顶泡上，您可以再找找看。,,,,silicon_valley
我买了个洗衣机 里面没有说明书啊,买洗碗机,,西门子,洗衣机,,说明书和进水管通常在洗衣机底部的泡沫底座上，静音底板在顶泡上，您可以再找找看。,,,,silicon_valley
洗衣机到货了 但没有看到进水管 在哪里,到货,,西门子,洗衣机,,说明书和进水管通常在洗衣机底部的泡沫底座上，静音底板在顶泡上，您可以再找找看,,,,silicon_valley
订单什么时候发货,催送货,,西门子,洗衣机,,订单问题我们厂家客服无权查询哦，如果您咨询发票，物流，赠品，地址等问题请联系京东客服哦,,,,silicon_valley
带进排水管吗,带进排水管,,西门子,洗衣机,,自带的进排水管1.2米左右哦，不够长的话可以在安装师傅那里购买加长的呢,,,,silicon_valley
实体店也没有你们的型号,西门子西门子,,西门子,洗衣机,,西门子型号很多的哦亲，不是所有型号每家店铺都有售卖的哦,,,,silicon_valley
几天可以安装,联系,,西门子,洗衣机,,西门子家电4008899999 /博世家电4008855888,,,,silicon_valley
是西门子正品吗,西门子正品,,西门子,洗衣机,,自营是保证正品新机的呢,,,,silicon_valley
打哪个电话,打电话,,西门子,洗衣机,,西门子售后电话4008899999,,,,silicon_valley
洗衣机需要安装吗,水龙头买,,西门子,洗衣机,,要的,,,,silicon_valley
怎么联系呢,联系京东,,西门子,洗衣机,,请微信搜索公众号“京东家电小秘书”关注后，点击页面底部菜单选项“一点无忧”，召唤人工客服为您解答，体验便捷一站式专业服务。祝您购物愉快！,,,,silicon_valley
京东客服在哪里呢,联系京东,,西门子,洗衣机,,请微信搜索公众号“京东家电小秘书”关注后，点击页面底部菜单选项“一点无忧”，召唤人工客服为您解答，体验便捷一站式专业服务。祝您购物愉快！,,,,silicon_valley
冰箱什么时候发货啊,发货,,西门子,洗衣机,,请微信搜索公众号“京东家电小秘书”关注后，点击页面底部菜单选项“一点无忧”，召唤人工客服为您处理该问题，体验便捷一站式专业服务。祝您购物愉快！,,,,silicon_valley
送货上门吗,送货,,西门子,洗衣机,,请您放心，一般都可以送货上门、上楼的，但可能因为一些（楼层高、货物重、没有电梯等）客观原因可能需要您的协助如果快递拒绝服务，可联系京东会帮您协调处理的，请您放心订购，谢谢！,,,,silicon_valley
降价了 怎么价保啊,申请,,西门子,洗衣机,,请您关注公众号“京东家电小秘书”，点击“一点无忧”——“价格保护”，小秘帮您实现快速自助保价，再也不用排队等待啦~如遇问题，请召唤小秘书进行人工解答#E-s57#E-s21,,,,silicon_valley
京东客服怎么联系,客服,,西门子,洗衣机,,请您直接点击：http://chat2.jd.com/jdchat/custom.action?entry=jd_fwztc咨询京东在线客服；手机端点击底部我的→客户服务→在线客服，打开就可以联系到京东客服。,,,,silicon_valley
旧冰箱回收吗,回收,,西门子,洗衣机,,请微信搜索公众号“京东家电小秘书”关注后，点击页面底部菜单选项“服务中心“-”家电回收“,,,,silicon_valley
今天洗衣机送到了 说明天来安装 明天安装的时间想预约一下,送到,,西门子,洗衣机,,请拔打厂家4008899999预约安装哦,,,,silicon_valley
我想问是不是上门安装,安装费用,,西门子,洗衣机,,请放心哦,,,,silicon_valley
送货上门的吧,送货,,西门子,洗衣机,,请放心,,,,silicon_valley
压缩机十年保修,保修,,西门子,洗衣机,,赠价值299元压缩机十年包修服务的哦，前3年凭发票厂家负责，后7年凭下单的时候出现的发票联系京东客服处理哦,,,,silicon_valley
和实体店的一样吗,实体店,,西门子,洗衣机,,质量都是一样的,,,,silicon_valley
是送货上门包安装的吧,送货,,西门子,洗衣机,,送货上门的,,,,silicon_valley
上门要收费吗,收费,,西门子,洗衣机,,质保期内免费的哦,,,,silicon_valley
洗衣机包安装吗,安装费用,,西门子,洗衣机,,负责的呢,,,,silicon_valley
送货上楼吗,送到家楼下,,西门子,洗衣机,,送货入户,,,,silicon_valley
有什么区别,区别,,西门子,洗衣机,,转速不同哦,,,,silicon_valley
有送货上门吗,送货,,西门子,洗衣机,,送货上门的哦,,,,silicon_valley
安装吗,安装费用,,西门子,洗衣机,,负责的呢 亲,,,,silicon_valley
请问湖南农村地区能送货上门吗,安装费用,,西门子,洗衣机,,送货跟安装是分开的哦，送货由京东签约授权的第三方承运商免费为您提供送货上门服务，安装您可以拨打西门子24小时售后服务热线4008899999进行预约安装，,,,,silicon_valley
抢上之后送到家安装是吗,安装费用,,西门子,洗衣机,,送货跟安装是分开的哦，送货由京东签约授权的第三方承运商免费为您提供送货上门服务，安装您可以拨打西门子24小时售后服务热线4008899999进行预约安装，,,,,silicon_valley
送到了什么时候可以安装,安装费用,,西门子,洗衣机,,送货跟安装是分开的哦，送货由京东签约授权的第三方承运商免费为您提供送货上门服务，安装您可以拨打西门子24小时售后服务热线4008899999进行预约安装，,,,,silicon_valley
今天下单什么时候能到,兴宁到货,,西门子,洗衣机,,选择下单地址以后有预计送达时间的哦 亲 您可以看下哈,,,,silicon_valley
送货上楼吗,好送货,,西门子,洗衣机,,送货到家的哦,,,,silicon_valley
是送货上楼吧 有电梯的,好送货,,西门子,洗衣机,,送货到家的哦,,,,silicon_valley
在广西南宁也可以吧,广西南宁,,西门子,洗衣机,,都是上门安装和维修的哦,,,,silicon_valley
不能直接留在洗碗机的后面吗,直接留在,,西门子,洗衣机,,都是,,,,silicon_valley
明天送货能安装吗,安装,,西门子,洗衣机,,送货和安装分开的哦,,,,silicon_valley
包送货上门安装吗,安装费用,,西门子,洗衣机,,送货入户的哦,,,,silicon_valley
容积太小了啊,Other,,西门子,洗衣机,,那没有了,,,,silicon_valley
那尺寸够了,尺寸,,西门子,洗衣机,,那就可以呢,,,,silicon_valley
我说那款可以洗锅吗,Other,,西门子,洗衣机,,铝制锅或生铁锅、高压锅不可以放在洗碗机内洗涤；其他材质的锅只要能放进去就可以洗涤，为了达到最佳洗涤效果，建议锅口朝下，并放置下层碗篮,,,,silicon_valley
那是什么材质 是塑料的吧,玻璃板面,,西门子,洗衣机,,金属的哈,,,,silicon_valley
问下上排水好换是下排水好,排水,,西门子,洗衣机,,都是可以的哦,,,,silicon_valley
质量都没有问题吧,质量,,西门子,洗衣机,,都是有保障的,,,,silicon_valley
外观材质一样吗,外观材质,,西门子,洗衣机,,都是金属的,,,,silicon_valley
是什么材料门,什么材料门,,西门子,洗衣机,,钢板材质的哦,,,,silicon_valley
功能也是一样的吗,功能,,西门子,洗衣机,,都是风冷的,,,,silicon_valley
都可以加热洗吗,加热,,西门子,洗衣机,,都是可以的呢,,,,silicon_valley
面板什么材质,什么材质,,西门子,洗衣机,,钢板的哦,,,,silicon_valley
手动除霜的冰箱 怎么除霜呢,手动冰箱,,西门子,洗衣机,,除霜前建议将冷冻室的食物暂时放到冷藏室，然后断电。打开冷冻室门，让霜层自然融化，及时用毛巾将冰箱底部的化霜水吸出，避免霜水溢出，等冰霜完全融化后，再用干毛巾将冷冻室内擦干，就可通电使用了。,,,,silicon_valley
锅能放进去吗,放进去,,西门子,洗衣机,,铝制锅或生铁锅不可以在洗碗机内洗涤；其他材质的锅只要能放进去就可以洗涤，为了达到最佳洗涤效果，建议锅口朝下，并放置下层碗篮。 铝制的锅具放在洗碗机内洗涤后，表层会被氧化，发黑,,,,silicon_valley
白色和银色价格差在哪里,谢谢看,,西门子,洗衣机,,银色的比白色的要贵一些，银色喷涂工艺和白色的不同，成本也不同，价格就稍微贵一些,,,,silicon_valley
谢谢我没看懂给你添麻烦了,谢谢看,,西门子,洗衣机,,银色的比白色的要贵一些，银色喷涂工艺和白色的不同，成本也不同，价格就稍微贵一些,,,,silicon_valley
什么叫有零度,保鲜,,西门子,洗衣机,,零度是指冰箱的某个储藏室处于一个相对稳定、独立、且非常接近0度的温度状态，并维持该储存空间内一定的温度，有效实现食物保鲜。,,,,silicon_valley
白色跟银色怎么差那么多钱,白色,,西门子,洗衣机,,银色做工工艺更加复杂，防晒效果更好哦,,,,silicon_valley
有烘干功能吗,功能,,西门子,洗衣机,,除超快洗预冲洗以外，其它程序都带有烘干功能,,,,silicon_valley
需要有下水的么,进水出水,,西门子,洗衣机,,需要一个10a有效接地的电源的哦,,,,silicon_valley
压缩机是国产还是进口的,国产,,西门子,洗衣机,,随机发货的呢,,,,silicon_valley
现在发的是新标准产品吗,标准产品,,西门子,洗衣机,,随机的,,,,silicon_valley
在面板上没看到对应的功能啊,其他地方调货,,西门子,洗衣机,,非常抱歉，如果页面显示库存“无货”的商品无法确定具体到货时间，建议您选购其他商品，您也可以在该商品的页面点击“到货通知”，商品到货之后会以邮件形式通知您的。,,,,silicon_valley
怎么又没货了,其他地方调货,,西门子,洗衣机,,非常抱歉，如果页面显示库存“无货”的商品无法确定具体到货时间，建议您选购其他商品，您也可以在该商品的页面点击“到货通知”，商品到货之后会以邮件形式通知您的。,,,,silicon_valley
没有货吗,Other,,西门子,洗衣机,,"非常抱歉，如果页面显示库存“无货”的商品无法确定具体到货时间，建议您选购其他商品,您也可以在该商品的页面点击“到货通知”,商品到货之后会以邮件形式通知您的。#E-s17",,,,silicon_valley
什么时候有货呢,Other,,西门子,洗衣机,,"非常抱歉，如果页面显示库存“无货”的商品无法确定具体到货时间，建议您选购其他商品,您也可以在该商品的页面点击“到货通知”,商品到货之后会以邮件形式通知您的。#E-s17",,,,silicon_valley
洗衣液怎么放,洗衣,,西门子,洗衣机,,面对机器正面，从左往右，第一格是放洗衣液，第二格放柔顺剂，第三格放消毒液之类的。,,,,silicon_valley
那是自动除霜吗,自动除霜,,西门子,洗衣机,,需要定期断电化霜的呢,,,,silicon_valley
免费吗,免费,,西门子,洗衣机,,非人为问题保内免费，保外收费哦,,,,silicon_valley
安装需要安装费吗,安装费用,,西门子,洗衣机,,需要自备的哦,,,,silicon_valley
怎么买不了的,买不了,,西门子,洗衣机,,页面显示什么呢,,,,silicon_valley
没有啊,Other,,西门子,洗衣机,,非常抱歉的呢,,,,silicon_valley
三口人,Other,,西门子,洗衣机,,需要烘干么,,,,silicon_valley
我想预约安装,安装安排,,西门子,洗衣机,,"预约安装请关注西门子家电官方WX公众号：""西门子家电""；博世：“博世家电”，选择""贴心服务""模块的""安装预约""一栏登记即可。如您需要电话联系，请您直接拨打客服热线西门子家电400 88 99999，博世家电400 88 55888，预约您当地的网点服务技师，会尽快在3天内为您上门安装并调试。",,,,silicon_valley
纸发票 不要电子发票,发票发票,,西门子,洗衣机,,首先请您确认发票类型，如开具的是电子发票，则在“我的订单”--“订单详情”--“发票详情”中直接下载即可中直接下载即可，如开具纸质发票，建议您先在包裹里仔细查找，若发现无发票，请您签收之日起3日内联系京东客服为您查询处理发票事宜。,,,,silicon_valley
有安装师傅吗,师傅,,西门子,洗衣机,,"预约安装请关注西门子家电官方WX公众号：""西门子家电""，选择""贴心服务""模块的""安装预约""一栏登记即可。如您需要电话联系，请您直接拨打客服热线西门子家电400 88 99999/博世家电400 88 55888，预约您当地的网点服务技师，会尽快在3天内为您上门安装并调试。",,,,silicon_valley
混冷什么意思,保鲜,,西门子,洗衣机,,风直冷（混合动力制冷） 冰箱结合了风冷和直冷的优点，冷藏采用直冷，保湿效果好，冷冻采用风冷，不需要手动除霜了。,,,,silicon_valley
混冷保鲜是什么意思,保鲜,,西门子,洗衣机,,风直冷（混合动力制冷） 冰箱结合了风冷和直冷的优点，冷藏采用直冷，保湿效果好，冷冻采用风冷，不需要手动除霜了。,,,,silicon_valley
有直冷无霜的吗,直冷,,西门子,洗衣机,,风直冷（混合动力制冷） 冰箱结合了风冷和直冷的优点，冷藏采用直冷，保湿效果好，冷冻采用风冷，不需要手动除霜了,,,,silicon_valley
风冷和混冷哪个好,混冷好,,西门子,洗衣机,,风冷 不需要手动除霜 制冷速度快 温度均匀，但保湿效果不如直冷冰箱,,,,silicon_valley
有发票吗,发票,,西门子,洗衣机,,默认是电子发票,,,,silicon_valley
普通发票是纸质一起寄是吗,发票,,西门子,洗衣机,,默认是电子发票,,,,silicon_valley
拆门要收费吗,拆收费,,西门子,洗衣机,,首次是免费的,,,,silicon_valley
什么时候能到呢,Other,,美的,空调,,"京东商城是自有物流的,只要您成功下单后,京东物流会尽快给您安排的,正常1-2天就可以到货的,县级或乡镇需要3-5天!具体详情也可查看订单的到货时间说明以实际到货为准哦。麻烦您耐心等待下。",,,,silicon_valley
"现在下单,什么时候能到货?",Other,,美的,空调,,"京东商城是自有物流的,只要您成功下单后,京东物流会尽快给您安排的,正常1-2天就可以到货的,县级或乡镇需要3-5天!具体详情也可查看订单的到货时间说明以实际到货为准哦。麻烦您耐心等待下。",,,,silicon_valley
"你好 今天拍,几天能到货",Other,,美的,空调,,"京东商城是自有物流的,只要您成功下单后,京东物流会尽快给您安排的,正常1-2天就可以到货的,县级或乡镇需要3-5天!具体详情也可查看订单的到货时间说明以实际到货为准哦。麻烦您耐心等待下。",,,,silicon_valley
2399的变频最快多长时间到货,Other,,美的,空调,,"京东商城是自有物流的,只要您成功下单后,京东物流会尽快给您安排的,正常1-2天就可以到货的,县级或乡镇需要3-5天!具体详情也可查看订单的到货时间说明以实际到货为准哦。麻烦您耐心等待下。",,,,silicon_valley
要多久送过来安装,Other,,美的,空调,,"京东商城是自有物流的,只要您成功下单后,京东物流会尽快给您安排的,正常1-2天就可以到货的,县级或乡镇需要3-5天!具体详情也可查看订单的到货时间说明以实际到货为准哦。麻烦您耐心等待下。",,,,silicon_valley
"现在买的话什么时候能送货,以及安装?",Other,,美的,空调,,"京东商城是自有物流的,只要您成功下单后,京东物流会尽快给您安排的,正常1-2天就可以到货的,县级或乡镇需要3-5天!具体详情也可查看订单的到货时间说明以实际到货为准哦。麻烦您耐心等待下。",,,,silicon_valley
全直流变频是不是更好,全直流,,美的,空调,,全直流是目前空调最高端的变频技术，压缩机、室内外电机三大部件全部采用直流变频配置，利用直流先天优势配合最先进全直流精控系统，形成在舒适、节能、静音方面行业绝对领先水平的技术。,,,,silicon_valley
变频不变频有什么区别吗,变频,,美的,空调,,变频、定频耗电区别：变频1、变频的长时间使用比定频的省电10%—25%左右呢~变频2：当然除了节能，变频更加静音，10分钟快速制冷制热，运行稳定减少忽冷忽热，寿命更长哦~~,,,,silicon_valley
现在下单什么时候发货,发货,,美的,空调,,亲以订单页面显示为准的哦   师傅会尽快给您安排送货和安装的哦  亲耐心等下哦    您的订单页面有预计时间的哦,,,,silicon_valley
什么时候发货能,发货,,美的,空调,,亲以订单页面显示为准的哦   师傅会尽快给您安排送货和安装的哦  亲耐心等下哦    您的订单页面有预计时间的哦,,,,silicon_valley
那安装师傅不会胡乱收费的吧,师傅胡乱,,美的,空调,,收费标准都是统一的,,,,silicon_valley
两匹的啥时候有货啊,1.5p何时,,美的,空调,,实在抱歉，由京东仓库直接供应，暂没有接到具体到货时间，您要是不着急使用，可以点产品页面中“到货通知”到货后会经过短信通知您的呢,,,,silicon_valley
请问什么时候才有货,1.5p何时,,美的,空调,,实在抱歉，由京东仓库直接供应，暂没有接到具体到货时间，您要是不着急使用，可以点产品页面中“到货通知”到货后会经过短信通知您的呢,,,,silicon_valley
什么时候有货,1.5p何时,,美的,空调,,实在抱歉，由京东仓库直接供应，暂没有接到具体到货时间，您要是不着急使用，可以点产品页面中“到货通知”到货后会经过短信通知您的呢,,,,silicon_valley
那什么时候有货呢,1.5p何时,,美的,空调,,实在抱歉，由京东仓库直接供应，暂没有接到具体到货时间，您要是不着急使用，可以点产品页面中“到货通知”到货后会经过短信通知您的呢,,,,silicon_valley
我订的空调什么时候能有货,1.5p何时,,美的,空调,,实在抱歉，由京东仓库直接供应，暂没有接到具体到货时间，您要是不着急使用，可以点产品页面中“到货通知”到货后会经过短信通知您的呢,,,,silicon_valley
估价什么时候有货,1.5p何时,,美的,空调,,实在抱歉，由京东仓库直接供应，暂没有接到具体到货时间，您要是不着急使用，可以点产品页面中“到货通知”到货后会经过短信通知您的呢,,,,silicon_valley
那什么时候再有货呢,1.5p何时,,美的,空调,,实在抱歉，由京东仓库直接供应，暂没有接到具体到货时间，您要是不着急使用，可以点产品页面中“到货通知”到货后会经过短信通知您的呢,,,,silicon_valley
什么时候会有货啊,1.5p何时,,美的,空调,,实在抱歉，由京东仓库直接供应，暂没有接到具体到货时间，您要是不着急使用，可以点产品页面中“到货通知”到货后会经过短信通知您的呢,,,,silicon_valley
什么时候有货啊,1.5p何时,,美的,空调,,实在抱歉，由京东仓库直接供应，暂没有接到具体到货时间，您要是不着急使用，可以点产品页面中“到货通知”到货后会经过短信通知您的呢,,,,silicon_valley
请问啥时候有货呢,1.5p何时,,美的,空调,,实在抱歉，由京东仓库直接供应，暂没有接到具体到货时间，您要是不着急使用，可以点产品页面中“到货通知”到货后会经过短信通知您的呢,,,,silicon_valley
会有货吗,1.5p何时,,美的,空调,,实在抱歉，由京东仓库直接供应，暂没有接到具体到货时间，您要是不着急使用，可以点产品页面中“到货通知”到货后会经过短信通知您的呢,,,,silicon_valley
还是没有货吗,1.5p何时,,美的,空调,,实在抱歉，由京东仓库直接供应，暂没有接到具体到货时间，您要是不着急使用，可以点产品页面中“到货通知”到货后会经过短信通知您的呢,,,,silicon_valley
有货了吗,1.5p何时,,美的,空调,,实在抱歉，由京东仓库直接供应，暂没有接到具体到货时间，您要是不着急使用，可以点产品页面中“到货通知”到货后会经过短信通知您的呢,,,,silicon_valley
没货了吗,1.5p何时,,美的,空调,,实在抱歉，由京东仓库直接供应，暂没有接到具体到货时间，您要是不着急使用，可以点产品页面中“到货通知”到货后会经过短信通知您的呢,,,,silicon_valley
怎么没货了呀,1.5p何时,,美的,空调,,实在抱歉，由京东仓库直接供应，暂没有接到具体到货时间，您要是不着急使用，可以点产品页面中“到货通知”到货后会经过短信通知您的呢,,,,silicon_valley
那款什么时候能有,1.5p何时,,美的,空调,,实在抱歉，由京东仓库直接供应，暂没有接到具体到货时间，您要是不着急使用，可以点产品页面中“到货通知”到货后会经过短信通知您的呢,,,,silicon_valley
